project_id,series,transport,sync1,sync2,header_layout,cmd_name,cmd_byte,direction,source_file,source_line,#,confidence,basis
evt-m030-iap,CH32M030,uart+usb,0xaa,0x55,,ERR_SUCCESS,0x00,target->host,CH32M030/EVT/EXAM/IAP/UART_USB_IAP/CH32M030_IAP/User/iap.h,31,#,single-source,evt:CH32M030/EVT/EXAM/IAP/UART_USB_IAP/CH32M030_IAP/User/iap.h(L31)
evt-m030-iap,CH32M030,uart+usb,0xaa,0x55,,ERR_ERROR,0x01,target->host,CH32M030/EVT/EXAM/IAP/UART_USB_IAP/CH32M030_IAP/User/iap.h,32,#,single-source,evt:CH32M030/EVT/EXAM/IAP/UART_USB_IAP/CH32M030_IAP/User/iap.h(L32)
evt-m030-iap,CH32M030,uart+usb,0xaa,0x55,,ERR_End,0x02,target->host,CH32M030/EVT/EXAM/IAP/UART_USB_IAP/CH32M030_IAP/User/iap.h,33,#,single-source,evt:CH32M030/EVT/EXAM/IAP/UART_USB_IAP/CH32M030_IAP/User/iap.h(L33)
evt-h417-v3f-iap,CH32H417,uart+usb,0xaa,0x55,struct{ u8 Cmd; u8 Len; u8 data[64]; }UART; struct{ u8 Cmd; u8 Len; u8 data[62]; }program; struct{ u8 Cmd; u8 Len; u8 addr[4]; u8 data[56]; }verify; struct{ u8 buf[64+4]; }other;,CMD_IAP_PROM,0x80,host->target,CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h,27,#,single-source,evt:CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h(L27)
evt-h417-v3f-iap,CH32H417,uart+usb,0xaa,0x55,,CMD_IAP_ERASE,0x81,host->target,CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h,28,#,single-source,evt:CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h(L28)
evt-h417-v3f-iap,CH32H417,uart+usb,0xaa,0x55,,CMD_IAP_VERIFY,0x82,host->target,CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h,29,#,single-source,evt:CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h(L29)
evt-h417-v3f-iap,CH32H417,uart+usb,0xaa,0x55,,CMD_IAP_END,0x83,host->target,CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h,30,#,single-source,evt:CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h(L30)
evt-h417-v3f-iap,CH32H417,uart+usb,0xaa,0x55,,CMD_JUMP_IAP,0x84,host->target,CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h,31,#,single-source,evt:CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h(L31)
evt-h417-v3f-iap,CH32H417,uart+usb,0xaa,0x55,,ERR_SUCCESS,0x00,target->host,CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h,33,#,single-source,evt:CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h(L33)
evt-h417-v3f-iap,CH32H417,uart+usb,0xaa,0x55,,ERR_ERROR,0x01,target->host,CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h,34,#,single-source,evt:CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h(L34)
evt-h417-v3f-iap,CH32H417,uart+usb,0xaa,0x55,,ERR_End,0x02,target->host,CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h,35,#,single-source,evt:CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h(L35)
evt-h417-v5f-iap,CH32H417,uart+usb,0xaa,0x55,struct{ u8 Cmd; u8 Len; u8 data[64]; }UART; struct{ u8 Cmd; u8 Len; u8 data[62]; }program; struct{ u8 Cmd; u8 Len; u8 addr[4]; u8 data[56]; }verify; struct{ u8 buf[64+4]; }other;,CMD_IAP_PROM,0x80,host->target,CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h,27,#,single-source,evt:CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h(L27)
evt-h417-v5f-iap,CH32H417,uart+usb,0xaa,0x55,,CMD_IAP_ERASE,0x81,host->target,CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h,28,#,single-source,evt:CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h(L28)
evt-h417-v5f-iap,CH32H417,uart+usb,0xaa,0x55,,CMD_IAP_VERIFY,0x82,host->target,CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h,29,#,single-source,evt:CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h(L29)
evt-h417-v5f-iap,CH32H417,uart+usb,0xaa,0x55,,CMD_IAP_END,0x83,host->target,CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h,30,#,single-source,evt:CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h(L30)
evt-h417-v5f-iap,CH32H417,uart+usb,0xaa,0x55,,CMD_JUMP_IAP,0x84,host->target,CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h,31,#,single-source,evt:CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h(L31)
evt-h417-v5f-iap,CH32H417,uart+usb,0xaa,0x55,,ERR_SUCCESS,0x00,target->host,CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h,33,#,single-source,evt:CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h(L33)
evt-h417-v5f-iap,CH32H417,uart+usb,0xaa,0x55,,ERR_ERROR,0x01,target->host,CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h,34,#,single-source,evt:CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h(L34)
evt-h417-v5f-iap,CH32H417,uart+usb,0xaa,0x55,,ERR_End,0x02,target->host,CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h,35,#,single-source,evt:CH32H417/EVT/EXAM/IAP/USB_UART/CH32H417_IAP/Common/iap.h(L35)
