# erase_all.sr: DMI transactions decoded from the wire (t in ms from capture start)
   58.6492 W dmcontrol    40000001 st=00
  123.4625 W data1        4002200c st=00
  123.4943 W command      02200000 st=00
  123.5228 R data0        00000001 st=00
  123.5554 W data1        4002200c st=00
  123.5862 W command      02200000 st=00
  123.6148 R data0        00000001 st=00
  123.6479 W data1        4002200c st=00
  123.6794 W command      02200000 st=00
  123.7077 R data0        00000001 st=00
  123.7398 W data1        4002200c st=00
  123.7720 W command      02200000 st=00
  123.8007 R data0        00000001 st=00
  123.8338 W data1        4002200c st=00
  123.8650 W command      02200000 st=00
  123.8938 R data0        00000001 st=00
  123.9267 W data1        4002200c st=00
  123.9583 W command      02200000 st=00
  123.9869 R data0        00000001 st=00
  124.0204 W data1        4002200c st=00
  124.0523 W command      02200000 st=00
  124.0808 R data0        00000001 st=00
  124.1137 W data1        4002200c st=00
  124.1454 W command      02200000 st=00
  124.1733 R data0        00000001 st=00
  124.2058 W data1        4002200c st=00
  124.2373 W command      02200000 st=00
  124.2661 R data0        00000001 st=00
  124.2984 W data1        4002200c st=00
  124.3301 W command      02200000 st=00
  124.3587 R data0        00000001 st=00
  124.3914 W data1        4002200c st=00
  124.4232 W command      02200000 st=00
  124.4519 R data0        00000001 st=00
  124.4844 W data1        4002200c st=00
  124.5158 W command      02200000 st=00
  124.5449 R data0        00000001 st=00
  124.5775 W data1        4002200c st=00
  124.6090 W command      02200000 st=00
  124.6380 R data0        00000001 st=00
  124.6718 W data1        4002200c st=00
  124.7038 W command      02200000 st=00
  124.7336 R data0        00000001 st=00
  124.7666 W data1        4002200c st=00
  124.7977 W command      02200000 st=00
  124.8260 R data0        00000001 st=00
  124.8597 W data1        4002200c st=00
  124.8910 W command      02200000 st=00
  124.9192 R data0        00000001 st=00
  124.9514 W data1        4002200c st=00
  124.9823 W command      02200000 st=00
  125.0119 R data0        00000001 st=00
  125.0439 W data1        4002200c st=00
  125.0754 W command      02200000 st=00
  125.1043 R data0        00000001 st=00
  125.1372 W data1        4002200c st=00
  125.1691 W command      02200000 st=00
  125.1982 R data0        00000001 st=00
  125.2308 W data1        4002200c st=00
  125.2625 W command      02200000 st=00
  125.2911 R data0        00000001 st=00
  125.3248 W data1        4002200c st=00
  125.3561 W command      02200000 st=00
  125.3851 R data0        00000001 st=00
  125.4173 W data1        4002200c st=00
  125.4491 W command      02200000 st=00
  125.4785 R data0        00000001 st=00
  125.5099 W data1        4002200c st=00
  125.5415 W command      02200000 st=00
  125.5703 R data0        00000001 st=00
  125.6037 W data1        4002200c st=00
  125.6358 W command      02200000 st=00
  125.6639 R data0        00000001 st=00
  125.6968 W data1        4002200c st=00
  125.7278 W command      02200000 st=00
  125.7564 R data0        00000001 st=00
  125.7885 W data1        4002200c st=00
  125.8210 W command      02200000 st=00
  125.8494 R data0        00000001 st=00
  125.8825 W data1        4002200c st=00
  125.9144 W command      02200000 st=00
  125.9430 R data0        00000001 st=00
  125.9755 W data1        4002200c st=00
  126.0074 W command      02200000 st=00
  126.0355 R data0        00000001 st=00
  126.0693 W data1        4002200c st=00
  126.1003 W command      02200000 st=00
  126.1290 R data0        00000001 st=00
  126.1618 W data1        4002200c st=00
  126.1932 W command      02200000 st=00
